invoiceId,CodeSeq
556782,"23012,23203,21430,21314,22470,82483,21470,23322,23014,23202,23300,21658,23089,23301,22721,22723,23209"
553751,"21931,20996,22927,22925,22928,85230E,47566,22560,22492,23284,48194,20711,85230G,21033,23086,22423,22209,84945,21563,85230B,22208"
569714,"23390,71496A,16054,20975,22383,22371,21934,16045,20981,21935,21932,23209,20974,20973,22376,22609,22662,71496B,23207,22610,23240,23389,22372,20719,23208,47310M,22382,20984,23391,23388,20724,20728"
544471,"82581,82552,21874,21523,82578,21231,21524,21166,21232,21181,21164,85152,21175,84029G,21877,82580"
553158,"22090,21212,21733,22465,22779,22178,21535,85123A,22411,22780,84978,21259,22722,22423,22963,79321,20685,21870,23052,21843,22083,21621,21539,22139,37370,47566,22892,21232,22727,21181,84879,22721,84997B,22192,84880"
579254,"23396,23027,22918,22924,22916,22919,22920,22921,23485,22923,21673,23035,23029,22296,22178,23395,23031,22917,46000S"
549287,"21929,82011B,22386,21928,22660,84660B"
580545,"23571,23570,23583,23455,22139,23418,22355,23398,POST,20750,21891,22620,23209,23108"
C557413,"23193,21626,23176"
563938,"23245,84879,47566"
552168,"84051,23078,72741,22147,22744,22150,23076,20971,22438,47566,22653"
563208,"23234,22733"
559336,"21929,23301,22411,22386,22393,22389,23300,71459,47566,85099C"
564720,23245
566220,"23247,23307,22307,23324,22941,23360,22989,23274,22306,23319,23340,23234,23325,22952,23240,22943,22950,23314,22980,22622,22965,22942,23318,23343,23311"
538910,"21931,22383,85123A,21232,22794,22801,22061,20728,22776"
576086,"23284,23571,23303,23570,23569,23117,23304,23305"
551443,35920
536577,"22147,22646,21232,20725"
570695,"23445,20983,23264,23274,22593,23215,23223,21703,23310,20982,22909,23367,23368"
551288,23284
574324,23355
547077,"22851,21080,47566B,47566"
C553230,20821
C557650,"22844,22839"
C543779,"22083,21218"
C536820,"22878,21843,22877,22869"
547037,"22900,22659,22616,21967"
550674,"22499,22087"
542594,22435
C562185,22381
C571233,"22667,22666"
C542637,22667
C555908,23165
571232,21928
570659,"90200D,72131,90200E"
C551510,47566
560382,21623
C555409,22699
549171,84251F
570259,22336
541203,"22617,22618,22139"
542636,"22178,21656"
C572022,22456
C543119,84380
C575641,21877
536803,22113
536842,"20726,20977,22551,47590B,22502,22584,22617,47590A,22623,21981,21033"
538358,"84508A,21913,21463,21888,21928,21912"
539488,"22112,22813,22545,22659,22953,22300,22539,22555,22037,22422,22029,22556,22629,22109,22302,22730,21877,22546,22108,22538,22630,22837,22544,22540,22729,84050,22726,22314,22714,22713,22107,22190,22551,22303,22328,21832,22725,22727,22631,21506,21871,22728,22301"
539733,"22385,22434,22436,22631,22722,22439,22630,85136A,22963,22962,22720"
540459,"84380,22357,22971,22970,22494,84375,22727,22497,22729,22358"
540782,"22848,84509G,22133,22703,22381,22701,20963,22196"
541216,"21212,22805,21035,21041,20754,22645,82482,20727,84836,21121,20718,84970S,47580,21754,21242,21774,21238,21164,21844,15056N,21558,22356,22719,20724,21080,20676,21881"
541797,"21715,22502,22520,21718,22138,20728"
542612,"21363,22376,22110,84997A,22659,22470,22041,22212,22661,22837,22469,21673,20713,21485,22726,22629,22355,22483,22795,20619,22173,21935,85099F,84997D,22468"
542633,"21212,84029E,35970,22377,21215,22069,21866,22652,22077,21864,20723,21211,22076,21484,84991,21481,47559b,21929,21934,22423,20685,21669,84380,84997d,22111,22734,21976,22079,21989,21155,20734,21082,22367,84692,47566,20719,22355,22328,22382,84031A,22725,21078,22631,84030e,21930,84029G,20966,22074,48189,20724,22499,20728,21668"
543057,"84077,21915"
543261,84613C
543479,22371
543550,"22567,21314,POST,20897,82494L,84832"
544196,"21931,22197,85099B,20713,79321"
544296,"37413,79063D"
544412,"22519,22331,22438,21452,21828,84375,22436,22271,21830,85206A,22437,22333,22332,22650,22518,16238,22526"
544702,"21232,47591D,22064,22617,22381,21625,21626,22138,21494,21975,21231,22367"
544717,"22561,22750,22432,84077,22991,22515,22557,22522,22556,22521,22431,22524,22622,22502,20975,22992,22518,22516,20974,22751,22519,22147,22149,22560,22551,22520,22514,22517,22523,22525,22749"
544788,"22985,21498,22717,16161P,21114,22024,82581,22457,22984,21499,22029,20669,22028,22776,22027,21509,16156S,22048,21500,22716,21669,21508,22046,22488,21497,21495,21673,20718,22819,22983,22814,21506,22040,85099B,22718,21668"
545127,22024
545550,"16012,21156,20749,22356,22196,21080,22367"
546025,85172
546035,"M,22800,22778,84947,22801"
546157,"22241,85093,82494L,22180,85053"
546737,"21533,85186C,20679,35911A,22720,22178,21980,22174,21535,21531,15056BL,22664,C2,22138,21534,20685,22617,21397,48187,84678,47566,22355,82486,48194,84879,21530,21403,21982,21967"
547064,"22781,23000,22823,22996,20750,22994,22997,21866,22467,71270,22776,85099C"
548000,85224
548215,"21974,84279B,22197,84077,84817,22385,22784,22386,22457,21928,84832,47566,21929,22502,85123A,22423,84279P,21977,22698"
548652,"22774,22805,22775,22772,22771"
549417,84880
549711,"22432,23008,22662,21643,21578,20725,20727,22326,21056,22084,15036,23010,22431,22433,21156,23007,22483,20856,21878,21888,84920,22327,21912,23076"
549828,"21166,21181"
550120,"21212,82486,21164,21175,22467,85150,82599,47566B,47566,23204"
551461,21806
551702,"21933,22662,21843,22851,21937,20727,37446,22384,22296,22222,22423,21936,20728,22244,22236"
551965,21429
551976,"20719,48187,48184,22423,22558"
552006,21930
552052,84917
552832,"23052,23051"
553212,"23165,23191,23166,23167,23192,23190"
553867,"22970,22971,22616,22902"
554003,"22961,23172,23170,22423,23171"
555524,"23169,22697,22939,21876,21868,23170,22381,21900,22799,22899,23171,23300,22384,23093,22441,22776,21166,23173,23175,23174,22383,85123A,84978,20717,22423,22698,21755,22662,82482,22699,22294,21155,22626,23301,82494L,23172,22896,21174,23102"
555943,"20682,22554,22326,22555,21914,22029,23199,22556,23204,22551,23298,22328,POST,22243,23256,22716"
556055,"23199,23200"
556813,"22697,84596L,90181B,22919,23170,22061,71270,21900,23202,22431,22781,22629,22494,21071,22512,22199,23299,37450,90087,22772,21849,79321,22169,85131D,22693,23203,22197,22227,84510A,21155,90083,84692,22303,22283,23165,22595,85086A,48194,23172,21174,DOT,15039,82613C,21533,23087,22170,37447,85095,20901,23171,23200,22027,84912B,22366,22322,21531,20914,15056N,21248,22620,21932,22637,71143,21508,23307,22547,23292,16237,23084,23131,22386,22421,22916,15036,21539,22201,84596B,22814,22975,90019A,21212,23100,23249,21245,23090,23245,84580,22717,23146,22457,84596G,22037,22661,22522,22381,22456,72760B,22063,21494,22231,21716,21790,21524,21731,21929,21992,23147,23096,82583,21476,85177,22467,22937,20828,22516,22419,23181,21933,22072,21314,22228,22610,22469,22378,21915,20712,23184,22382,90214J,90019B,85152,85099B,20676,22526,15058C,21977,84598,21507,22379,23252,22602,23290,35648,21718,22024,22420,21928,21206,20902,22667,22768,20713,23300,21026,90214C,22203,84596F,84944,21242,22120,85123A,22411,23250,23110,23251,22425,22082,84796B,22918,22233,21179,90059A,21201,22026,23207,22488,22668,21914,23240,22321,21922,21069,23301,22514"
557734,"22149,21915,23190,22492,22992,23126,POST,22553,22437,22493,22489,22620,20974,15039"
557804,"84946,23031,22670,23321,84755,23322,23032,23050,23028,23029,21716"
558342,20731
558356,21673
558389,"23286,21794,84755,21621,22424,47566,84596F,22960,84879,16045,22423,22896,85132C,23285,23091"
558458,"22848,23284,22844,82484,85123A,22829,22845,22424,22526,22193,21623,47566"
558476,84597B
558719,"22041,21137,82578"
558863,"22470,22661,23230,23240,23239,21497,15036,22314,22720,23205,23342,23208,85123A,23089,23243,22383,21034,23092,48173C,23104,22311"
558874,"23290,22991,22564,22562,23196,22534,16020C,21561,22741,22418,22474,16235,22992,22472,22535,16048,20981,23289,22759,23292,20983,16046,16236,23291,22530,21559,21833,21068,22493,22635,22634,22563"
559296,"23298,23001,22616"
559603,79337
559984,"23169,21212,23294,22345,22659,22331,23245,22417,21981,22952,22344,23199,22029,21975,22951,85049E,21658,22178,23293,22333,15056BL,22222,10133,23168,22138,10125,22669,21990,23307,16012,22734,23255,22617,84378,23295,23207,21407,16236,22736,23021,23048,84596B,22328,23309,20758,22278,22479,22382,79190A,22346,22343,23308,23256,20676,21977,23018"
560039,20713
560584,"21363,37448,22890,21733,82552,21163,22644,22649,22120,23284,21172,22317,37450,20685,22062,22645,22219,22320,21407,47566,23298,82486,22646,21905,21034,84927D,22499,23091"
560696,"21713,21902,21942,21165,22381,21722,21900,82578,23201,18098C,90214M,21415,21535,23081,90214E,22411,22480,22147,47590B,22385,22386,21989,84832,21899,21930,85099B,22380,23085,85099F,22379,85099C"
561874,"23187,22985,84706F,22805,22775,47503A,23546,22931,84429A,20713,23335,23035,22776,22666,23338,21787,23096,22411,21306,23293,22173,20914,22772,21932,21311,21933,21041,47563A,84692,21907,84818,22059,23298,21034,22721,22631,82494L,37462E,47503H,22723,23092,22930,22771"
562141,"85066,22605,22766,84970L,21380,22606"
562567,"22027,21509,20719,22355,15044D,22661,22029,20723,15036,22712,20724,22817,22714"
563184,"20726,20983,22662,20727,82482,22063,22384,23093,22720,22303,22961,84522,22960,85123A,22969,22302,23110,20981,82494L,37450,20984,20982,23209,23079"
564313,"21212,23235,22366,48194,48138,48188,48111,21977,22951,85066"
564379,"21733,20754,21519,82482,21944,22667,23355,21874,20713,84970S,23300,71053,21907,21731,82600,21260,71477,72780,82494L,21098,21174,85038"
564627,"20726,22111,23225,23220,22866,23274,35970,22910,21485,23217,23224,23221,21790,23222,22865,84406B,22113,23272,23223,23310,23216,21791,20728"
565056,"22697,22625,22300,22823,23295,22699,22061,37449,22720,22626,22841,23293,22722,22843,21871,22627,21877,23297,22423,22698,22301,22842,22840"
565465,"23213,22734,22971,22866,23129,23130,22910,22158,23313,22531,22417,22952,22592,22534,22950,22909,22951,22988,22596,22865,22535,84879,23212,23376,23318,21977"
565798,85232D
565806,"22112,23225,23245,23433,23146,22904,23191,22077,20679,21136,23275,23210,85049A,21985,23222,23147,23211,23212,22772,15056BL,15056N,23213,22734,15056P,23234,22075,23103,22844,22114,20984"
566015,"21162,22470,23322,21163,21158"
566022,"23355,23411"
567458,"22413,21166,82600,82583,21175,82580,21174"
567552,"23169,22197,22659,22991,22778,22326,23328,23390,23389,22726,22492,21731,23374,22466,22727,21039,POST,22333,23388,23373,22728,21210"
568151,"23163,23400,16161P,23408,23409,23404,23298,16156S,22189,23405,23402,23401,23406,21500"
568331,"22596,22161,22065,22577,21636,84879,35471D,20992,22768,22340"
568565,"23000,22996,22997,23002,22998,23317,23005,85230B"
568595,23005
569133,"20973,22609,84926F,22339,47503A,84927F,35471D,47504H,47504K,22338,22400,72818,35933,22402,21916,22403,72817,35598D,35954,20974,84078A"
570082,"23483,21015,23379,22610,23540,22608,23389,21559,16008,22352,22993,23542,23392,22398,22336,22579,23559,POST,16045,90087,21558,23388,21014,35964"
570228,"35970,23090,23236,46000M,23191,22384,22151,22178,22622,23541,22963,22962,23396,20726,23470,22110,22989,23328,23207,23240,23534,22990,23103,23007,23208,46000S,22960,23397,22114,23407,23296,23493,20728,22152"
571054,"23127,23225,22161,22924,35970,35471D,22141,23515,21499,22923,22712,85130B,22144,21136,23275,21992,23366,23513,20770,20975,23150,16054,85017B,23517,21770,23233,23514,85032A,20768,23263,21823,22734,23516,23265,20765,23266,23153,22895,17012C,22714,21808,21592,20764,84879,85049G,84971S,23128,17012D,10135,23220,21804,21810,85130C,85049C,22150,85032B,22816,84247N,22188,85049E,22818,23151,84944,85049A,84247E,23512,23139,23138,85032C,21386,21824,16045,20767,21990,20761,22989,23149,17012F,22922,20771,85199S,22219,21991,23519,21497,17012B,23511,23232,22588,22815,85130D,23152,23126,20762,35971,21506,21993,22044,85049H,23520,23061,20766,22156,23367,20772,84880,23368"
571108,"85123A,22179,21137,82001S,22779"
571247,"23247,23245,23490,22952,23404,23399,23210,23351,85049A,23352,23118,23211,84949,23111,22423,84945,23145,23307,23470,22734,23129,23130,22739,23131,23240,22909,23437,23298,23397,84879,23405,84970L,23354,23375,22738,23393,23427"
572097,"23208,84375,22846,23357,20727,23514,23372"
572130,"22046,21992,22709,85032C,23546,16161P,85032B,23231,21993,22400,22402"
572188,"22112,84406B,21181,23504,23355,23503"
572332,22197
572539,79030D
572615,23595
572679,72131
572771,"22112,22554,84580,23146,22295,22469,22557,22592,47566,23452,22646,23147,23454,21824,23209"
572885,"22663,21258,21012,22683,22904,20713,23275,21731,22674,22678,22682,21558,15056BL,23148,21094,22620,22677,22686,22758,22227,84947,84510A,21137,22676,22139,84347,20829,84600,21530,22685,21210"
575145,"22568,22178,20969,23048,23031,22941,22617,21340,23497,23035,22460,22771"
575205,79321
575518,10080
575620,"23395,22697,23394,22464,23494,84879,22150,21773,22578,22340,23263,22698,84843"
576378,"22577,22470,21733,23322,22077,20971,22909,23157,22993,20972,23284,23321,23301,22138,22379"
576613,"22941,22859,84879,21340"
577132,"21137,79321,84078A"
577860,"21508,22027,23432,22025,22029,22712,22819,22909,22716,21790,22086"
578707,"84859C,23320,21129,84527,23694,84509C,23229,22781,79066K,21373,85035C,20975,23504,84510C,85032A,20978,22906,84509A,84510A,16218,21584,22595,21411,22766,22969,21034,20992,23375,23501,85034C,21739,23339,90098,84859B,22816,20781,23338,21985,21531,21205,21429,22737,85066,23458,23369,22083,22578,21914,21559,22372,23350,22352,90099,84859A,84596B,22588,21115,21238,20780,21912,23114,23442"
578852,"23100,22890,22554,21381,22465,23355,37446,22776,21975,23275,22092,22666,22431,23210,20972,21065,22672,20749,23212,22173,85125,22467,21382,23176,21935,23263,20618,21684,22419,23213,22086,23136,22598,48187,23265,22995,23266,21137,22273,22175,22676,23264,21916,84992,84971S,21982,23426,22999,82580,22685,85099C,20752,23220,21981,22420,22675,46000M,23409,22132,82581,85173,22134,22599,47421,23300,82578,23399,22674,21867,21564,23211,21446,23148,22597,47481,22654,20655,23192,22475,22677,21976,22835,22996,22621,23313,23408,85199S,22421,23241,22094,22196,20705,22195,23221,23103,22844,22754,22615,23126,21479,21293"
578950,"22663,22659,22554,22095,23034,23039,22536,22555,20669,23202,22556,23005,23201,21524,23508,21064,23342,22970,23507,22900,85035C,22109,22411,23504,20668,79321,72800B,21464,20978,23369,22385,23365,23084,23371,21914,20832,22726,20712,22367,22633,22993,22402,21592,23370,23569,21463,23337,23376,23503,85099F"
579435,"22795,23133"
580967,"21390,21340,84836,22294,23485,84347"
581379,"23143,22596,23320,84707A,21417,22847,22476,22061,21109,22723,22221,23253"
C538375,22220
C545453,"22960,22846"
C545513,22777
C551336,22960
C552564,"23199,23201"
C557945,85099C
C559334,"20897,20898"
C559915,AMAZONFEE
C564956,"21452,23292,20977,20979,22637"
C569387,23284
C571860,"21166,22625,82583,21181,23423,22942,23164"
C574508,20977
C574558,22946
C577131,22827
C577821,"72802A,20679"
C579930,"23251,22720"
C581148,"23247,22059,84817,22057,22063,37449"
541692,"22551,22382,22907,21826,85036A,84969,22439,21892,22720"
548191,"37448,22697,84596L,85186C,85131A,22555,22178,85203,16235,22229,22246,21656,21094,22508,46776F,90201A,21377,85131D,46776C,22758,21041,48138,22616,22485,84596J,22736,21155,22729,21455,84692,72351A,22087,21750,22296,22059,22293,22766,22429,22692,82580,DOT,15039,22798,90030B,22884,85093,22170,84754,79144B,84596E,85049D,22427,22134,23158,21439,84913B,22284,22335,84978,20914,22078,71459,22737,22265,22062,22084,22230,22957,22814,84596B,35915C,23159,21209,90012A,22994,22443,90075,22939,22670,22220,21012,22457,22073,22661,84991,21524,21790,22316,21561,21731,85186A,22362,84988,82583,84949,22467,21382,85150,84536A,72586,85194L,48185,22341,22260,21430,22247,22268,21417,22315,35961,21122,22469,22139,20712,84946,21078,21916,22800,82494L,85099B,22801,84913A,20724,47593B,22379,22377,21458,22326,21928,22497,84625C,22933,22768,35911A,21754,22277,84596F,20781,90024E,20733,22411,79000,21259,21385,85170C,22549,21383,22505,21179,22680,85169C,22219,84378,21126,22630,21991,21559,21231,22860,20719,22171,21774,22065,23126,22165,22276,90201B,22156"
552053,"21533,22595,22133,21535,20727,20914,22457,79160,22132,21137,21155,21539"
555841,"84596L,84192,21165,22661,21211,23158,20723,84826,84596F,84576,22553,22097,21849,21642,21640,21881,21213,20974,20973,22796,22197,20983,20996,85211,20701,21850,16237,21636,21937,20727,90102,16218,22215,23051,20719,84596B,22355,16216,84559B,20700,22356,20992,17003,20984,22327,21829,47503H,85099C"
571280,"22470,85208,21086,22155,21485,47594A,47594B,21094,22332,21987,20982,85035B,21080,84032A,21623,22653,22796,21755,22197,20725,23346,22580,21988,20686,22646,22382,22436,22189,82494L,22634,22209,21626,20728,47593B,23319,21408,22154,84032B,23300,22384,21622,23321,22553,84078A,22505,22147,20983,21581,20682,22617,23371,20727,21989,23322,22367,22551,23323,84030E,21425,21479,22728,22636,22208"
574725,"84029E,22866,21041,21035,22652,23355,21485,22776,21154,21616,72741,21034,85034B,22114,20886,22423,20676,85039B,23493,21108"
578485,"22457,22456,23199,23202,23080,22384,22460,23201,22178,23081,23499,84978,84945,71459,84997D,23209,23203,23255,22385,20725,20727,84970S,23206,84946,22382,22065,84879,84970L,85099B,84950,23256,23254,20728"
536477,"84029E,21314,22041,22619,21137,20979,22633,20977,22595,22593,22411,22571,22632,22423"
539742,"22697,21876,22141,21116,84032B,22200,21658,22109,22366,22199,21259,84596b,21888,85125,20828,22297,21035,21041,48138,22318,21894,22839,22668,22469,47566,22358,84946,82600,22893,20711,21613,21949,21174,DOT,22301,22208"
545025,"21931,22161,22659,22131,22470,22041,82581,20713,37340,22720,82001s,21166,84988,21700,22383,22411,22179,22467,15056bl,20615,21080,84828,22698,21216,21870,22197,22385,21035,20725,22094,22378,20712,48116,22171,82600,21181,21164,21253,85099B,82494l,21218,22891,82580,22525,21328,DOT,22379,85099C"
545321,"21745,21929,22411,48194,84879,20711,22386,85062,22763,71459,21136,85099F"
547551,"22663,21931,22161,22041,21217,22681,21928,21086,20713,37340,84884a,22502,20986,21700,22411,47566b,21080,22501,21216,20726,48185,22197,22686,21035,20727,22386,21272,22219,22570,20712,22352,20665,22844,84795b,85049a,20711,85099B,47591d,22679,DOT,22301,85099C"
548492,"22659,22041,22457,21975,21670,21361,47594B,21935,22654,20668,79321,20735,22475,21669,47590B,20725,20727,22996,84743C,22726,47566,22087,22957,20719,22355,22382,22727,22631,21175,22356,21270,20724,22499,20728,20961,22602"
562570,"23169,22120,20983,22985,21588,22976,10133,21497,22047,21584,22988,22606"
567854,"22663,21931,23203,22662,22385,20727,23207,23355,23390,22899,21917,23389,23201,84997C,21790,22367,21481,22551,22382,22383,23301,22114,22489,23503,23192,84997D,23209"
569207,"22307,21533,22306,22381,22845,22469,47566B,22993,22633,22961,22865,23321,20914,22812,21534,22379"
571293,"23129,22470,20754,21340,20748,22427,22667,22558,22507,22696,23173,23397,21385,20914,71038,84950,23393,23055"
578510,"22659,23193,23356,84755,21892,22555,23049,20723,22424,22077,22556,21524,22629,22970,22900,84375,22113,22467,21877,21936,20685,22734,23203,48187,21937,23198,22338,23283,23206,22727,23376,85099B,21891,22999,20728,23104,22840,21804,22619,23236,21883,23196,21754,23190,23205,23194,22411,23250,22335,20726,23084,22621,23234,22630,21523,22340,23051,23489,20719,22725,84030E,21871,22728"
C549050,"21314,15056BL"
564646,"21212,84029E,21240,35970,22041,22775,20723,21670,22747,21154,22666,23205,21242,22174,22383,82583,22423,23168,79321,21213,20726,84997d,22110,22197,21239,84997b,21041,22079,22645,20727,23207,21155,22733,22726,84692,23204,47566,23206,20719,21714,22355,23208,22382,23298,22725,22727,21232,21238,22732,84997c,22356,22327,20724,22728,20728"
567142,"23396,23290,23292,22147,22778,22150,22141,22274,22630,23291,23390,21914,22144,22726,23389,21915,21790,22142,23395,21731,22725,22727,22271,22730,23289,22728,23393"
577606,"23247,37448,22890,84817,22784,23433,37447,23170,22061,35953,22768,22063,37449,21231,23474,22059,22065,21232,POST,22057,22423,23473"
578686,"23012,23203,82484,23583,22621,22465,23355,22779,22065,22464,23321,23499,85061W,23323,22493,22423,22620,23092,21791,22086"
C543768,"37500,22794"
550362,"47566,22090,21199,84988,47503A,22353,21198,21559,22501,21561,22352,22087"
565248,"23332,22567,23000,22639,23191,23239,23349,23214,23237,21929,22080,22078,23263,23188,22082,23192,22169,23006,22604,21636,22996,23240,22558,21135,23350,21034,22429,22999,23344,23343,85099C"
568318,"22491,23187,23435,23122,17091J,21636,21090,23121,23120,85032D,72818,22269,22093,84012,21084,84596F,35651,51014L,82616C,22065,85032A,23434,20992,23058,23119,85194S"
542134,"22457,22183,22423"
542741,"20973,22052,22985,62074B,22707,22334,22530,22534,21559,84313B,22200,84313C,21059,85214,22333,85227,17003,21063,22207,16238,21721,20974"
546223,"22561,22090,22241,22991,22498,22228,22084,84991,47566,22961,22249,85186A,21448,21878,84987,21382,22088,22499,85194S,85187,85194L"
560207,"22606,23290,23292,22662,22617,22607,22630,85135C,23190,22629,22605,22974,22382,22635,23289,22634,23256,23254,85135B"
562217,"23052,22147,22734,22079,22651,22076,22487,22448,22453,85176,22081,22766,23147,22080,21257,22569,22078,22082"
565440,"23307,47590B,20682,22966,23328,23198,22729,22726,47566,23298,23306,22727,23243,47590A,22730,22627,22489,22354,22728"
572066,"22697,23286,21212,23294,22867,23356,22910,23245,23146,22141,22375,22465,23170,21485,22608,23453,22144,22186,21813,21811,79191C,23147,22865,22374,23293,84375,22464,22730,22698,79321,79191B,22111,23295,22610,21137,22736,21818,21808,84946,23452,23298,82486,22727,84879,22632,82494L,23172,23308,20676,23296,22738,21204,23285,21804,22131,20675,23319,22966,22295,22041,21206,23171,22951,21484,22720,22187,23284,23321,22371,20914,21824,23148,23318,20677,22737,23307,22609,22110,21976,22866,21239,22739,17091J,21390,21636,82483,82482,84947,22083,22219,22699,23240,21817,47566,23309,21238,20674,22735,21812,21200"
572737,"23102,23458,82582,21731,23351,23535,23101,22549,23480,20728,23473,23474,85066"
580386,"21166,22365,23284,82484,11001,22691,23424,72760B,21524,84347"
544190,"23006,23000,85129C,85130C,46000M,15036,23002,23003,23004,85016,22585,84030E,21633,22994,22998"
549261,"22697,22670,22784,22760,22269,22568,21745,21166,22730,22266,22272,85150,22698,22501,21623,22197,22268,21314,22297,21313,22729,22296,84946,22800,21181,22727,84879,82494L,23128,22121,22798,22295,22224,82581,84836,21908,22267,22855,22284,21903,22674,21878,21386,21385,84945,22285,22147,82482,84947,21340,22699,22084,22726,21907,21389,22725,23127"
551520,"22341,23130,22079,22158,47341A,21866,22294,21137,84970S,22075,85049E,47566,23068,85049A,21832,47341B,21867,21205,21204,71459,21713"
546414,"21533,37500,22072,21843,21217,22073,22485,47559B,21527,21754,22649,22442,22844,22646,22960,21232,22478,21531,21535,20914,21844,22443,21080"
548169,"21212,22628,22667,22384,84991,21154,21731,22383,20914,21936,79321,21213,20726,21430,20725,21937,20727,22386,47559B,21559,20712,47566,84992,21930,22356,22327,20724,20728,85099C"
552286,"20726,23203,23199,22895,23202,20718,22384,22993,23200,22629,23298,84990,22383,22411,21034,22371,22374,84992,22631,85099B,20728,23209"
566786,"23247,22561,84077,22191,23390,23201,23205,22629,22622,22548,22411,22489,21791,23188,23192,22086,22491,22662,22385,23346,23198,23328,23241,22630,22193,21915,47566,22367,22355,21156,22382,23397,84879,20724,23343,23345"
567481,"23206,22120,21755,22382,22383,20725,20727,23207,22384,21754,22086"
C580968,"23581,23583,23485,23525,23582,23534,23542,23536,23284,23524,23527,23382,23526,23523"
552032,"23040,23042,23043,23045,23041"
554055,"22178,84946,23050,22469,22855"
570420,"21212,22750,23433,23191,23029,21975,21524,22431,23395,23031,22383,84375,82583,35833P,22179,22512,20668,79321,21213,21623,22758,21041,20725,22227,21122,21155,21673,23157,22595,84992,82494L,23406,21218,82580,21668,23403,21927,22561,22309,23028,22274,84849D,23404,22684,47421,23399,20969,23190,23394,21934,23402,22222,22475,21669,21843,21035,22348,23400,22922,23241,21224,21925,22742,22135,84519A,22981,23393"
540248,"22561,22567,22932,22670,22554,22623,22931,22457,21206,22768,82551,22622,22496,21205,21888,21558,21625,22937,22425,21791,22956,21843,22625,48138,21914,22558,21559,21915,22352,22934,21918,22626,22495,22500,22766,22624,22935,21906,48184,22804,82580,21204,22930"
566872,"22659,22191,22274,23199,23005,85071B,22900,22383,21172,85071A,23238,21936,23209,23203,22147,20725,22995,22616,22294,23240,20971,22273,22729,23389,22726,22149,85071D,23206,22193,23298,85071C,23208,22382,23004,84879,85099B,23391,22998,22192"
541664,"22844,22511,22659,22371,22975,22191,22607,22138,22636,84997C,84997D"
550796,"22628,22851,22966,48138,21217,84507B,22997,22982,22993,22081,22382,22383,20751,22963,22998,21080,84507C,22082,22962"
568163,"23012,23169,37413,23320,22907,23356,22966,23032,23013,22845,22979,22028,82578,23395,23416,22173,85125,21873,22627,21591,23396,22364,23017,23328,23014,22023,21137,23424,22909,84347,22201,21288,22107,23418,22844,22690,22429,22795,23243,23296,23427,23091"
C564913,"22960,23174,84030E,22963,22998,22637"
543393,"48185,21931,22355,22385,22411,22356,20716,20723,22691,20713"
543824,"22752,16225,20972,22749,22750,20750,22748,22746,20971,22745,22751,85194L"
567428,"23169,22112,84029E,22470,23032,22457,22141,22465,23028,22943,22456,21485,23035,22144,21670,84997C,23353,23031,21672,23023,21259,84978,84949,23082,84997D,21669,84997A,22835,21671,84947,23033,22488,22469,21673,47566,84946,23298,22795,47590A,21257,84997B,23354,85048,21668"
552220,22202
539016,"21212,21914,20705,22570,21880,22729,22726,21915,20704,22568,22109,22655,22403,22569,22728"
539724,22504
C546623,21556
540498,"22112,22766,21034,22795,82494L,84813,17091A,22423,21485,22988"
550242,"22815,22717,22718,22998,22983,71459,47566,22714"
562212,21187
579252,"21166,21174"
562722,"48185,20725,21175,82581,85099B,82552,21936,35924,21231,20685"
580108,"22596,21755,82486,21181,82483,82482,82494L,21754,85066"
553713,"21212,21035"
580293,"22413,22116,82567,21908,21900,22117,20979,21907,21166,21832,21903,21172,82583,21899,21901,21175,85150,23426,21174,20978"
553855,"85014B,71477,15056P,15056N,85014A,20679"
545076,"22595,85123A,16156S,21733,16161P,21385,84978,22804,16169M"
562550,"22725,22729,22728,22726"
578298,"21974,23307,22032,22079,22984,23295,22029,22028,22819,22031,84988,23293,POST,84987,85227,85015,21210"
556185,"23307,23306"
561636,"22382,20970,22150,23207,23209,20969"
571894,"85036B,72807C"
562043,"22413,21579,22659,22554,22619,15036,23005,21544,22605,22551,85178,22970,22969,21770,23155,22529,85071A,21175,21558,22412,23076,22902,22399,85132C"
537605,"22646,85123A,21232,21034,21733,22645,21466,21470,22423,22804,21231,84692"
567888,"23298,47566"
C561681,84968A
568577,"23290,23292,22662,22617,22630,85135C,22629,22974,22382,22635,23289,22634,23256,23254,85135B"
C557405,"23245,23243,23236,23240"
C559608,"22601,84879,22158,22581"
540840,"22217,48187,84879,22722,84792,22855,22720"
561543,22202
574878,"23183,23084,23556,85048,23080,22726"
551286,"22697,85123A,22727,84879,22699,22423,22698,47566"
580390,21888
C575156,"71477,71459,22892"
565197,"23307,21110,22907,84509A,21671,23198,84510A,22720,21112,22960,20984,C2,21108,21669"
549177,20821
547994,21228
549961,22423
545077,40016
563373,"21481,22625,POST,20754,15060B"
C568584,"23071,22767"
570110,22570
577129,"22178,22464"
C570291,20727
546139,84988
562088,"84946,22791"
563250,"85123A,23322,23328"
552284,"21034,84879,22295,21937,21936"
C580099,23485
C570963,"85183A,21531,23289,23280"
564916,22157
C553519,22138
577788,23056
550952,84531B
C558468,22607
539591,21463
540100,22837
564836,"22622,23084"
C552455,M
C542257,22841
C574318,"22191,21264"
C557965,20682
C540156,21843
C579092,"16054,POST"
C549532,POST
C542348,M
